1, 11, 0, 0, 443, 26, 0.999873, -0.0157785, 0.00204256, -0.00146594, 0.0157488, 0.99978, 0.0138382, -0.0064456, -0.00226046, -0.0138043, 0.999902, 0.0316069, 739.244, 696.561, 507.691, 282.272
3, 34, 0, 0, 345, 94, 0.999484, -0.00878752, 0.0308929, -0.0470434, 0.00803834, 0.999673, 0.024292, -0.0240154, -0.0310963, -0.0240311, 0.999227, 0.103511, 739.244, 696.56, 507.691, 282.272
4, 44, 0, 0, 348, 110, 0.999232, -0.0103498, 0.0377948, -0.0677186, 0.00972805, 0.999815, 0.0165981, -0.0288811, -0.0379596, -0.0162176, 0.999148, 0.124647, 739.244, 696.56, 507.692, 282.272
6, 66, 0, 0, 317, 218, 0.998626, -0.00595174, 0.052066, -0.124182, 0.00478727, 0.999736, 0.0224614, -0.0268197, -0.0521859, -0.0221813, 0.998391, 0.184686, 739.244, 696.56, 507.691, 282.272
8, 88, 0, 0, 209, 204, 0.996851, -0.0262633, 0.0748234, -0.17601, 0.023647, 0.999085, 0.0356404, -0.0322992, -0.075691, -0.0337588, 0.99656, 0.240787, 739.244, 696.56, 507.691, 282.272
2, 29, 0, 0, 449, 6, 0.999828, -0.0114511, 0.0145775, -0.0196174, 0.0110917, 0.999638, 0.0245053, -0.0186039, -0.0148529, -0.0243394, 0.999593, 0.0854926, 739.244, 696.561, 507.691, 282.272
9, 97, 0, 0, 305, 131, 0.996472, -0.0231568, 0.0806643, -0.203243, 0.0201385, 0.999074, 0.0380323, -0.0341959, -0.0814703, -0.0362736, 0.996015, 0.250512, 739.244, 696.561, 507.691, 282.271
11, 116, 0, 0, 427, 237, 0.991597, -0.0315295, 0.125461, -0.271419, 0.0263265, 0.998732, 0.0429153, -0.0327622, -0.126655, -0.0392518, 0.99117, 0.248415, 739.244, 696.561, 507.691, 282.271
12, 123, 0, 0, 553, 224, 0.986785, -0.050954, 0.153818, -0.295775, 0.0449475, 0.998094, 0.0422798, -0.0494454, -0.155679, -0.0348074, 0.987194, 0.244249, 739.244, 696.561, 507.691, 282.271
7, 77, 0, 0, 330, 30, 0.997751, -0.00908286, 0.0664146, -0.150136, 0.00729677, 0.999606, 0.0270862, -0.0237341, -0.0666345, -0.0265407, 0.997424, 0.223342, 739.244, 696.561, 507.691, 282.271
13, 129, 0, 0, 586, 132, 0.983637, -0.0507197, 0.172878, -0.30809, 0.0449263, 0.998295, 0.037264, -0.0768025, -0.174473, -0.0288875, 0.984238, 0.240339, 739.244, 696.561, 507.691, 282.271
15, 140, 0, 0, 459, 157, 0.976378, -0.0405118, 0.212237, -0.333375, 0.0386371, 0.999169, 0.0129747, -0.131317, -0.212587, -0.00446801, 0.977132, 0.246795, 739.244, 696.561, 507.691, 282.271
16, 145, 0, 0, 398, 126, 0.97575, -0.031245, 0.216646, -0.332953, 0.0318354, 0.999493, 0.000765216, -0.157168, -0.21656, 0.00615034, 0.97625, 0.249607, 739.244, 696.561, 507.691, 282.271
17, 150, 0, 0, 471, 82, 0.971187, -0.0307493, 0.236327, -0.344914, 0.0358761, 0.999204, -0.0174233, -0.190767, -0.235604, 0.0253997, 0.971517, 0.259925, 739.244, 696.56, 507.691, 282.271
18, 155, 0, 0, 468, 61, 0.964236, -0.0326699, 0.263024, -0.354611, 0.0435584, 0.998414, -0.0356715, -0.218985, -0.261441, 0.0458526, 0.96413, 0.263701, 739.245, 696.56, 507.691, 282.271
19, 162, 0, 0, 436, 21, 0.954776, -0.00155697, 0.297322, -0.358477, 0.0189232, 0.998277, -0.0555394, -0.242171, -0.296723, 0.0586539, 0.953161, 0.262086, 739.244, 696.56, 507.691, 282.271
10, 106, 0, 0, 422, 1, 0.995307, -0.0215336, 0.0943395, -0.23661, 0.0178378, 0.999047, 0.0398453, -0.0335346, -0.0951076, -0.0379755, 0.994742, 0.252834, 739.244, 696.56, 507.691, 282.271
0, 0, 0, 0, 1026, 0, 1, 2.49346e-05, 9.31997e-05, -2.9982e-05, -2.49398e-05, 1, 5.53287e-05, 1.01894e-05, -9.31983e-05, -5.53311e-05, 1, -1.76637e-05, 739.244, 696.56, 507.691, 282.271
21, 178, 0, 0, 436, 0, 0.947221, 0.00409076, 0.320556, -0.364465, 0.0346337, 0.99276, -0.115009, -0.276826, -0.318706, 0.120041, 0.940222, 0.232525, 739.244, 696.56, 507.691, 282.271
23, 190, 0, 0, 497, 3, 0.969408, 0.0301709, 0.243593, -0.331408, 0.00342307, 0.990658, -0.136323, -0.301114, -0.245431, 0.132987, 0.960249, 0.215072, 739.244, 696.56, 507.691, 282.271
22, 186, 0, 0, 505, 0, 0.958897, 0.00327004, 0.283736, -0.347611, 0.0365243, 0.990193, -0.134847, -0.290632, -0.281395, 0.139668, 0.949373, 0.219216, 739.244, 696.56, 507.691, 282.271
25, 198, 0, 0, 534, 28, 0.980908, 0.0525038, 0.187253, -0.274672, -0.0299514, 0.992164, -0.121296, -0.326904, -0.192154, 0.113371, 0.974794, 0.205676, 739.244, 696.56, 507.691, 282.271
26, 202, 0, 0, 488, 40, 0.984321, 0.0518413, 0.168594, -0.248961, -0.0294355, 0.990709, -0.132779, -0.312501, -0.173911, 0.125734, 0.976702, 0.203911, 739.244, 696.56, 507.691, 282.271
27, 207, 0, 0, 496, 35, 0.986196, 0.0538201, 0.156594, -0.221792, -0.0338939, 0.991292, -0.127242, -0.317111, -0.162079, 0.120178, 0.979432, 0.194225, 739.244, 696.56, 507.691, 282.271
28, 210, 0, 0, 442, 28, 0.989997, 0.0539354, 0.130375, -0.195618, -0.0363802, 0.990385, -0.133466, -0.311054, -0.13632, 0.127388, 0.98244, 0.185518, 739.244, 696.56, 507.691, 282.271
20, 169, 0, 0, 402, 0, 0.948377, -0.00301504, 0.317131, -0.362508, 0.0327823, 0.99553, -0.0885704, -0.250131, -0.315446, 0.0943944, 0.944237, 0.252706, 739.244, 696.56, 507.691, 282.271
30, 219, 0, 0, 421, 21, 0.996126, 0.0527652, 0.0703476, -0.137985, -0.0430198, 0.990116, -0.133489, -0.311311, -0.0766959, 0.129945, 0.98855, 0.160798, 739.244, 696.561, 507.691, 282.271
31, 222, 0, 0, 361, 27, 0.997279, 0.0635927, 0.0372808, -0.119599, -0.0582021, 0.989648, -0.131185, -0.308491, -0.0452373, 0.128658, 0.990657, 0.150094, 739.244, 696.561, 507.691, 282.271
32, 226, 0, 0, 485, 23, 0.998189, 0.0598148, 0.00638842, -0.0923703, -0.0585225, 0.990182, -0.126945, -0.30921, -0.0139189, 0.126341, 0.991889, 0.138316, 739.244, 696.56, 507.691, 282.271
33, 230, 0, 0, 464, 16, 0.998032, 0.0593535, -0.0202137, -0.0666997, -0.0614175, 0.990304, -0.124601, -0.310366, 0.0126222, 0.125597, 0.992001, 0.127064, 739.244, 696.56, 507.691, 282.271
34, 234, 0, 0, 443, 21, 0.997359, 0.0609439, -0.039512, -0.0394203, -0.0654319, 0.990053, -0.124555, -0.307957, 0.0315282, 0.126811, 0.991426, 0.116691, 739.244, 696.56, 507.691, 282.271
35, 239, 0, 0, 425, 12, 0.99524, 0.0664885, -0.0712483, -0.00621128, -0.074894, 0.989619, -0.122658, -0.307408, 0.0623533, 0.12741, 0.989888, 0.10367, 739.244, 696.56, 507.691, 282.271
36, 243, 0, 0, 476, 4, 0.992783, 0.0677609, -0.0989498, 0.018439, -0.079402, 0.989727, -0.11889, -0.308005, 0.0898772, 0.125889, 0.987965, 0.0946359, 739.244, 696.56, 507.691, 282.271
37, 248, 0, 0, 364, 4, 0.990796, 0.0693666, -0.116241, 0.0488245, -0.0825357, 0.990206, -0.112601, -0.310855, 0.107292, 0.121158, 0.986818, 0.0836494, 739.244, 696.56, 507.691, 282.271
24, 193, 0, 0, 382, 0, 0.977829, 0.0388802, 0.205763, -0.308248, -0.0113883, 0.991032, -0.133142, -0.310939, -0.209094, 0.127847, 0.969502, 0.210494, 739.244, 696.561, 507.691, 282.271
39, 259, 0, 0, 558, 0, 0.985709, 0.076621, -0.150025, 0.102816, -0.0902637, 0.992168, -0.0863376, -0.314788, 0.142235, 0.0986456, 0.984905, 0.0577489, 739.244, 696.561, 507.691, 282.271
