2, 18, 0, 0, 401, 354, 0.999267, 0.00542741, -0.0378899, 0.0287947, -0.00767951, 0.998196, -0.059548, 0.050495, 0.0374983, 0.0597954, 0.997506, 0.0609908, 600.374, 544.135, 380.755, 212.688
3, 23, 0, 0, 274, 549, 0.999201, 0.0257837, -0.0305487, 0.00656954, -0.0281886, 0.996307, -0.0811023, 0.0586306, 0.0283447, 0.0818985, 0.996238, 0.0995278, 600.374, 544.135, 380.755, 212.688
5, 30, 0, 0, 111, 624, 0.999801, 0.0194373, 0.00442491, -0.0451246, -0.0187173, 0.991709, -0.127136, 0.0851317, -0.0068594, 0.127028, 0.991875, 0.174078, 600.374, 544.135, 380.755, 212.688
1, 14, 0, 0, 622, 153, 0.999653, 0.00287906, -0.0261826, 0.0260377, -0.00365014, 0.99956, -0.0294502, 0.0264399, 0.0260863, 0.0295355, 0.999223, 0.0362939, 600.374, 544.135, 380.755, 212.688
7, 36, 0, 0, 287, 365, 0.999237, 0.0154788, 0.0358506, -0.0812451, -0.00934782, 0.986206, -0.165258, 0.0880468, -0.0379141, 0.164797, 0.985599, 0.247524, 600.373, 544.135, 380.755, 212.687
8, 39, 0, 0, 352, 249, 0.998659, 0.00991097, 0.0508103, -0.0926327, -0.000910875, 0.984714, -0.174174, 0.0779811, -0.0517598, 0.173894, 0.983403, 0.280401, 600.373, 544.135, 380.755, 212.687
9, 44, 0, 0, 518, 186, 0.997969, 0.00321345, 0.0636278, -0.0956057, 0.00894726, 0.98176, -0.189916, 0.0643652, -0.0630775, 0.190099, 0.979736, 0.331008, 600.373, 544.135, 380.755, 212.687
11, 55, 0, 0, 497, 189, 0.997404, -0.0023284, 0.071976, -0.0883061, 0.0179085, 0.976099, -0.216589, 0.0397899, -0.0697513, 0.217316, 0.973606, 0.422718, 600.373, 544.135, 380.755, 212.687
4, 27, 0, 0, 558, 43, 0.999588, 0.0215155, -0.0190189, -0.0154637, -0.0233433, 0.994533, -0.101784, 0.0702933, 0.0167249, 0.102186, 0.994625, 0.140368, 600.373, 544.135, 380.755, 212.687
13, 63, 0, 0, 530, 253, 0.998569, 0.00777546, 0.0529127, -0.0839022, 0.00544775, 0.96944, -0.245268, 0.025064, -0.0532028, 0.245205, 0.96801, 0.491167, 600.373, 544.135, 380.755, 212.687
12, 59, 0, 0, 605, 119, 0.997721, 0.00169256, 0.0674605, -0.0862607, 0.0139414, 0.972949, -0.2306, 0.0327686, -0.0660259, 0.231015, 0.970707, 0.457306, 600.373, 544.135, 380.755, 212.687
15, 72, 0, 0, 544, 300, 0.999698, -0.0027351, 0.0244256, -0.0851572, 0.00940219, 0.960757, -0.277233, 0.0116122, -0.0227088, 0.277379, 0.960492, 0.557597, 600.373, 544.135, 380.755, 212.687
16, 76, 0, 0, 622, 215, 0.999677, 0.00271691, 0.0252699, -0.08915, 0.00469541, 0.957412, -0.288687, 0.00667243, -0.0249781, 0.288712, 0.95709, 0.580622, 600.373, 544.135, 380.755, 212.687
17, 81, 0, 0, 573, 142, 0.999628, 0.00230944, 0.0271885, -0.0895407, 0.00600794, 0.95333, -0.301869, 0.00158845, -0.0266168, 0.30192, 0.952962, 0.602653, 600.373, 544.135, 380.755, 212.687
19, 91, 0, 0, 405, 194, 0.999556, -0.00719161, 0.0289073, -0.0850395, 0.0161851, 0.945798, -0.324351, -0.00698497, -0.0250078, 0.324675, 0.945495, 0.634507, 600.373, 544.135, 380.755, 212.687
20, 95, 0, 0, 459, 169, 0.999304, -0.0180502, 0.0326569, -0.0833934, 0.028325, 0.936687, -0.34902, -0.00827013, -0.0242894, 0.349702, 0.936546, 0.639914, 600.373, 544.135, 380.755, 212.687
21, 99, 0, 0, 490, 146, 0.999073, -0.0232322, 0.0362357, -0.0833774, 0.0354001, 0.92238, -0.384658, -0.00833588, -0.0244866, 0.385584, 0.922348, 0.64459, 600.373, 544.135, 380.755, 212.687
22, 102, 0, 0, 483, 77, 0.998839, -0.0253237, 0.0409745, -0.084222, 0.0400252, 0.909612, -0.413527, -0.00733612, -0.0267989, 0.414687, 0.909569, 0.646488, 600.373, 544.135, 380.755, 212.687
0, 0, 0, 0, 1308, 0, 1, -2.19295e-05, 8.99897e-06, 2.57334e-05, 2.19293e-05, 1, 3.16794e-05, -5.73574e-05, -8.99967e-06, -3.16792e-05, 1, -1.94797e-05, 600.373, 544.135, 380.755, 212.687
23, 106, 0, 0, 1034, 25, 0.998869, -0.0140322, 0.0454274, -0.085345, 0.0329934, 0.892535, -0.449771, -0.00474581, -0.0342342, 0.450761, 0.891988, 0.647675, 600.373, 544.135, 380.755, 212.687
24, 110, 0, 0, 899, 89, 0.999092, -0.00522981, 0.0422882, -0.0867489, 0.0252838, 0.871605, -0.489557, -0.00138718, -0.0342983, 0.490182, 0.870945, 0.647844, 600.373, 544.135, 380.755, 212.687
