2, 2455, 0, 863, 16, 0.505423, 128.179, 167.076, 63.3375, 171.29, 101.473, 60.0005, 157.549, 72.5492, 0.000325218, 6
2, 2465, 0, 883, 44, 0.52595, 16.8593, 22.0426, 49.8182, 26.0554, 46.3054, 87.0182, 34.9358, 94.1176, 0.00073972, 9
2, 2467, 0, 1033, 46, 0.382692, 37.8709, 36, 31.5743, 37.5239, 27.9928, 16.4081, 20.3043, 6.92217, 0.00269819, 9
2, 2498, 0, 571, 112, 0.503251, 36.5305, 116.161, 18.1318, 115.226, 79.6663, 10.2284, 113.929, 115.836, 0.000439751, 9
2, 2500, 0, 572, 114, 0.509921, 21.1063, 103.248, 9.99981, 114.672, 66.2254, 12.1295, 119.199, 106.311, 0.000468525, 9
2, 2522, 0, 330, 159, 0.842427, 46.5509, 63.667, 41.5524, 68.7078, 48.6039, 38.0754, 65.2115, 53.3205, 0.00158481, 9
2, 2538, 0, 656, 190, 0.437425, 109.25, 110.473, 126.023, 28.4274, 86.2949, 120.256, 12.4271, 16.3614, 0.000951497, 9
2, 2579, 0, 934, 247, 1.06208, 23.1641, 153.977, 28.9593, 153.086, 102.775, 23.1426, 179.977, 182.101, 0.000441588, 9
2, 2581, 0, 514, 252, 0.604513, 83.1931, 67.7352, 79.7155, 54.7705, 68.4493, 56.2588, 57.2244, 64.9167, 0.0015485, 9
2, 2588, 0, 339, 264, 0.668739, 26.0634, 51.3341, 41.382, 92.4847, 72.5072, 57.8766, 96.6841, 97.4705, 0.00109762, 9
2, 2598, 0, 482, 279, 0.629379, 67.5224, 57.1372, 73.2563, 54.1525, 74.7693, 83.5611, 66.3694, 83.5411, 0.00110651, 9
2, 2603, 0, 1012, 285, 1.01054, 15.8806, 84.5514, 13.9852, 117.079, 31.0334, 13.9093, 126.761, 99.9848, 0.00043853, 9
2, 2604, 0, 1172, 285, 0.53541, 30.0205, 15.2587, 33.0637, 10.1206, 25.4524, 29.0682, 12.8747, 31.5308, 0.00142174, 9
2, 2606, 0, 1012, 286, 1.0118, 14.4602, 110.602, 11.5818, 115.273, 72.4506, 14.1701, 121.169, 112.395, 0.000445356, 9
2, 2609, 0, 501, 293, 0.993668, 68.2219, 67.7515, 125.573, 71.663, 68.226, 150.946, 71.9169, 123.34, 0.000467064, 9
2, 2642, 0, 1363, 329, 0.268703, 32.2106, 32.8335, 0, 31.0389, 32.6484, 0, 28.9835, 29.1846, 0.00508701, 9
2, 2643, 0, 488, 330, 1.04808, 63.2293, 64.4824, 138.048, 63, 89.7845, 152.403, 62.5927, 143.703, 0.000485298, 9
2, 2653, 0, 1034, 340, 1.09237, 27.6167, 109.532, 28.9016, 121.234, 74.4941, 29.125, 122.272, 125.539, 0.000525393, 9
2, 2679, 0, 462, 402, 1.15877, 57.928, 52.79, 150.472, 55.521, 100.201, 153.711, 57.5647, 154.884, 0.000553334, 9
2, 2706, 0, 1066, 484, 1.28755, 207.558, 175.398, 111.689, 112.47, 120.604, 81.0183, 87.0625, 76.8112, 0.000622857, 9
2, 2711, 0, 463, 502, 1.3049, 151.956, 123.387, 140.467, 70.4061, 96.9088, 121.414, 69.6048, 64.3975, 0.000708801, 9
2, 2727, 0, 926, 542, 0.935392, 126.584, 127.857, 77.0054, 125.201, 118.867, 40.8162, 115.97, 111.698, 0.000565528, 9
2, 2736, 0, 587, 549, 0.936798, 84.2708, 30.6715, 110.135, 26.4824, 77.7867, 107.405, 28.4881, 60.3964, 0.000415447, 9
2, 2796, 0, 942, 651, 0.858862, 40.6814, 40.0614, 68.7781, 51.9926, 58.4455, 74.7112, 57.1297, 73.4863, 0.000957758, 9
2, 2456, 0, 383, 19, 0.514129, 37.9034, 46.0836, 36.6311, 73.5082, 63.4269, 47.9142, 90.1385, 85.8986, 0.000436144, 9
2, 2457, 0, 519, 20, 0.58081, 171.65, 80.1497, 178.213, 68.4145, 131.876, 180.763, 75.8798, 123.628, 0.000129262, 13
2, 2459, 0, 462, 21, 0.640311, 60.9112, 77.0312, 53.7116, 73.7342, 61.7302, 50.0687, 70.0684, 59.4252, 0.000394656, 9
2, 2460, 0, 863, 24, 0.493674, 96.6072, 172.295, 60.0438, 170.407, 131.231, 56.0914, 172.856, 136.143, 0.000119113, 17
2, 2468, 0, 1034, 46, 0.440862, 35.1552, 37.4476, 28.6603, 33.1112, 18.9424, 17.9172, 14.6341, 4.81313, 0.00150783, 11
2, 2469, 0, 525, 47, 0.57898, 133.975, 67.0068, 172.957, 69.6686, 115.835, 172.542, 67.0909, 88.5539, 0.000221733, 11
2, 2474, 0, 879, 65, 0.511877, 29.6826, 13.383, 66.6014, 21.2194, 49.4365, 80.6736, 30.168, 77.2782, 0.00030102, 15
2, 2496, 0, 878, 110, 0.531669, 77.4613, 136.292, 80.4202, 162.181, 108.776, 73.9213, 165.431, 163.855, 0.00023441, 15
2, 2846, 0, 303, 725, 0.754731, 44.6716, 42.0695, 74.4626, 45.1813, 79.4935, 100.938, 85.3937, 100.217, 0.000557913, 11
2, 2549, 0, 858, 204, 0.383184, 140.241, 137.379, 88.4478, 153.641, 99.0543, 62.7195, 140.799, 128.425, 0.000306678, 15
2, 2557, 0, 593, 217, 0.502364, 35.847, 75.4861, 9.97196, 77.0887, 38.4846, 9, 57.611, 37.879, 0.000304922, 15
2, 2593, 0, 965, 270, 1.03815, 110.597, 109.22, 65.9299, 80.3661, 96.6278, 78.9863, 95.4247, 118.228, 0.000572926, 15
2, 2594, 0, 1007, 273, 0.9806, 6.97846, 81.8799, 4.45716, 89.1133, 25.7959, 5.06081, 98.7587, 72.4199, 0.000371944, 11
2, 2601, 0, 505, 284, 0.984929, 70.0262, 70.2859, 121.401, 70.3602, 93.3161, 153.663, 73.8415, 149.147, 0.000260066, 15
2, 2605, 0, 1011, 286, 0.99951, 84.5514, 117.079, 31.0334, 113.839, 126.761, 15.1692, 114.728, 115.594, 0.000298561, 15
2, 2825, 0, 566, 685, 0.712759, 120.938, 114.86, 99.1594, 98.9229, 110.89, 98.3901, 93.7797, 87.8895, 0.00109573, 15
2, 2655, 0, 441, 341, 0.648992, 47.8052, 45.1339, 51.3449, 53.0796, 59.5839, 60.7335, 60.1862, 63.9618, 0.00131904, 15
2, 2656, 0, 483, 344, 1.06623, 63.5221, 62.5464, 145.833, 66.0952, 106.5, 143.002, 72.6645, 148.6, 0.0002369, 15
2, 2674, 0, 498, 395, 1.26418, 151.395, 148.324, 206.912, 147.505, 172.592, 214.643, 151.384, 205.142, 0.000246458, 15
2, 2678, 0, 496, 401, 1.27278, 152.811, 146.175, 209.934, 148.715, 179.542, 215.209, 149.758, 203.355, 0.000268179, 15
2, 2689, 0, 385, 434, 0.659832, 46.9457, 45.6191, 63.1896, 55.7838, 68.3461, 68.5038, 67.6384, 67.8594, 0.00104473, 15
2, 2861, 0, 528, 751, 0.728479, 88.0932, 90.5739, 83.1923, 96.2118, 94.0073, 96.1688, 130.142, 130.311, 0.0012262, 14
2, 2777, 0, 567, 618, 0.957351, 116.457, 53.8388, 120.799, 41.91, 76.8864, 126.032, 45.0099, 52.8977, 0.000353194, 15
2, 2786, 0, 148, 638, 0.707418, 44.4549, 48.6042, 58.3662, 55.4108, 63.561, 72.0209, 69.0386, 84.632, 0.00118775, 11
2, 2802, 0, 549, 659, 0.68968, 94.8867, 90.9828, 117.133, 93.9805, 118.334, 116.636, 110.074, 123.408, 0.000729727, 15
2, 2808, 0, 592, 662, 0.91868, 83.8912, 34.5834, 121.388, 31.0516, 81.6438, 116.343, 32.6271, 75.889, 0.000227683, 15
